gene_id,gene_name,qualifier,go_id,reference,evidence_code,go_aspect,full_name,synonyms,object_type,date,source
S000006299,SYT1,involved_in,GO:0016192,PMID:10430582,IMP,P,Guanine nucleotide exchange factor (GEF) for Arf proteins,YPR095C|Arf family guanine nucleotide exchange factor SYT1,protein,20190322,SGD
S000005387,MDM38,enables,GO:0097177,PMID:20427570,IDA,F,Membrane-associated mitochondrial ribosome receptor,YOL027C|MKH1|ribosome-binding protein MDM38,protein,20190319,SGD
S000005387,MDM38,involved_in,GO:0032979,PMID:16476776,IMP,P,Membrane-associated mitochondrial ribosome receptor,YOL027C|MKH1|ribosome-binding protein MDM38,protein,20190318,SGD
S000005907,RDR1,located_in,GO:0005634,PMID:11882665,IC,C,Transcriptional repressor involved in regulating multidrug resistance,YOR380W,protein,20190322,SGD
S000006236,SRO7,involved_in,GO:0006887,PMID:10402465,IMP,P,Effector of Rab GTPase Sec4p,YPR032W|SNI1|SOP1|Rab GTPase-binding protein SRO7,protein,20190322,SGD
S000006236,SRO7,involved_in,GO:0006893,PMID:10402465,IMP,P,Effector of Rab GTPase Sec4p,YPR032W|SNI1|SOP1|Rab GTPase-binding protein SRO7,protein,20190322,SGD
S000005621,RKI1,involved_in,GO:0006098,PMID:8929392,IMP,P,Ribose-5-phosphate ketol-isomerase,YOR095C|ribose-5-phosphate isomerase RKI1,protein,20190322,SGD
S000006246,PUF2,involved_in,GO:0000288,PMID:11101532,IMP,P,PUF family mRNA-binding protein,YPR042C,protein,20190322,SGD
S000005488,YGK3,enables,GO:0004674,PMID:10958669,IMP,F,Protein kinase related to mammalian GSK-3 glycogen synthase kinases,YOL128C|serine/threonine protein kinase YGK3,protein,20190322,SGD
S000005488,YGK3,involved_in,GO:0006468,PMID:10958669,IMP,P,Protein kinase related to mammalian GSK-3 glycogen synthase kinases,YOL128C|serine/threonine protein kinase YGK3,protein,20190322,SGD
S000005488,YGK3,involved_in,GO:0006508,PMID:10958669,IMP,P,Protein kinase related to mammalian GSK-3 glycogen synthase kinases,YOL128C|serine/threonine protein kinase YGK3,protein,20190322,SGD
S000006170,GYP5,enables,GO:0005096,PMID:12189143,IMP,F,GTPase-activating protein (GAP) for yeast Rab family members,YPL249C|GTPase-activating protein GYP5,protein,20190322,SGD
S000006170,GYP5,enables,GO:0005096,PMID:15802519,IMP,F,GTPase-activating protein (GAP) for yeast Rab family members,YPL249C|GTPase-activating protein GYP5,protein,20190322,SGD
S000006170,GYP5,involved_in,GO:0006888,PMID:15802519,IMP,P,GTPase-activating protein (GAP) for yeast Rab family members,YPL249C|GTPase-activating protein GYP5,protein,20190322,SGD
S000006170,GYP5,involved_in,GO:0016192,PMID:12189143,IMP,P,GTPase-activating protein (GAP) for yeast Rab family members,YPL249C|GTPase-activating protein GYP5,protein,20190322,SGD
S000007275,VAR1,involved_in,GO:0032543,PMID:6250484,IMP,P,Mitochondrial ribosomal protein of the small subunit,Q0140|VARI|mitochondrial 37S ribosomal protein VAR1|uS3m,protein,20190925,SGD
S000003308,MRPL25,located_in,GO:0005739,GO_REF:0000044,IEA,C,Mitochondrial ribosomal protein of the large subunit,YGR076C|YMR26|AFO1|YmL25|mitochondrial 54S ribosomal protein YmL25|mL59,protein,20210410,UniProt
S000003308,MRPL25,located_in,GO:0005840,GO_REF:0000043,IEA,C,Mitochondrial ribosomal protein of the large subunit,YGR076C|YMR26|AFO1|YmL25|mitochondrial 54S ribosomal protein YmL25|mL59,protein,20210410,UniProt
S000002651,PRP28,enables,GO:0000166,GO_REF:0000043,IEA,F,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000002651,PRP28,enables,GO:0003724,GO_REF:0000003,IEA,F,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000001195,SPO12,involved_in,GO:0031536,PMID:11832211,IMP,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190326,SGD
S000001195,SPO12,involved_in,GO:0031536,PMID:11832211,IGI,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190326,SGD
S000003810,UTR1,involved_in,GO:0006879,PMID:8662826,IMP,P,ATP-NADH kinase,YJR049C|NADH/NAD(+) kinase,protein,20190325,SGD
S000006278,TKL1,located_in,GO:0005737,PMID:8299150,IC,C,Transketolase,YPR074C|transketolase TKL1,protein,20190325,SGD
S000000825,PRO3,enables,GO:0004735,PMID:1508147,IMP,F,Delta 1-pyrroline-5-carboxylate reductase,YER023W|ORE2|pyrroline-5-carboxylate reductase,protein,20190328,SGD
S000000825,PRO3,enables,GO:0004735,PMID:2824433,IMP,F,Delta 1-pyrroline-5-carboxylate reductase,YER023W|ORE2|pyrroline-5-carboxylate reductase,protein,20190328,SGD
S000005796,VPH1,part_of,GO:0000220,PMID:1385813,IDA,C,Subunit a of the vacuolar-ATPase V0 domain,YOR270C|H(+)-transporting V0 sector ATPase subunit a,protein,20190328,SGD
S000002369,UGA4,enables,GO:0015489,PMID:14985124,IMP,F,GABA (gamma-aminobutyrate) permease,YDL210W,protein,20190325,SGD
S000002369,UGA4,involved_in,GO:0015812,PMID:14985124,IMP,P,GABA (gamma-aminobutyrate) permease,YDL210W,protein,20190325,SGD
S000002369,UGA4,involved_in,GO:0015847,PMID:14985124,IMP,P,GABA (gamma-aminobutyrate) permease,YDL210W,protein,20190325,SGD
S000000321,TKL2,involved_in,GO:0006098,PMID:7916691,IMP,P,Transketolase,YBR117C|transketolase TKL2,protein,20190325,SGD
S000000247,QDR3,enables,GO:0015562,PMID:15649438,IMP,F,Multidrug transporter of the major facilitator superfamily,YBR043C|AQR2,protein,20190329,SGD
S000000247,QDR3,enables,GO:0015562,PMID:15649438,IMP,F,Multidrug transporter of the major facilitator superfamily,YBR043C|AQR2,protein,20190329,SGD
S000000247,QDR3,involved_in,GO:0055085,PMID:15649438,IMP,P,Multidrug transporter of the major facilitator superfamily,YBR043C|AQR2,protein,20190329,SGD
S000000247,QDR3,involved_in,GO:0055085,PMID:15649438,IMP,P,Multidrug transporter of the major facilitator superfamily,YBR043C|AQR2,protein,20190329,SGD
S000000369,UBS1,involved_in,GO:0006611,PMID:10991951,IMP,P,Ubiquitin-conjugating enzyme suppressor that regulates Cdc34p,YBR165W,protein,20190325,SGD
S000000369,UBS1,involved_in,GO:0016567,PMID:10991951,IMP,P,Ubiquitin-conjugating enzyme suppressor that regulates Cdc34p,YBR165W,protein,20190325,SGD
S000004529,TEM1,involved_in,GO:0031536,PMID:21321099,IMP,P,GTPase involved in initiation of Mitotic Exit Network (MEN),YML064C|Ras family GTPase TEM1,protein,20190327,SGD
S000004529,TEM1,involved_in,GO:1904750,PMID:10219244,IMP,P,GTPase involved in initiation of Mitotic Exit Network (MEN),YML064C|Ras family GTPase TEM1,protein,20190327,SGD
S000002892,VPS52,involved_in,GO:0030029,PMID:9153752,IMP,P,Component of the GARP (Golgi-associated retrograde protein) complex,YDR484W|SAC2,protein,20190328,SGD
S000001382,QDR1,enables,GO:0015562,PMID:15649438,IMP,F,Multidrug transporter of the major facilitator superfamily,YIL120W|multidrug transporter,protein,20190329,SGD
S000001382,QDR1,enables,GO:0015562,PMID:15649438,IMP,F,Multidrug transporter of the major facilitator superfamily,YIL120W|multidrug transporter,protein,20190329,SGD
S000001382,QDR1,involved_in,GO:0055085,PMID:15649438,IMP,P,Multidrug transporter of the major facilitator superfamily,YIL120W|multidrug transporter,protein,20190329,SGD
S000001382,QDR1,involved_in,GO:0055085,PMID:15649438,IMP,P,Multidrug transporter of the major facilitator superfamily,YIL120W|multidrug transporter,protein,20190329,SGD
S000001846,EMP47,involved_in,GO:0006888,PMID:12857885,IGI,P,Integral membrane component of ER-derived COPII-coated vesicles,YFL048C,protein,20190325,SGD
S000003612,NET1,enables,GO:0004864,PMID:10219244,IDA,F,Core subunit of the RENT complex,YJL076W|ESC5|CFI1|SRM8,protein,20190327,SGD
S000003612,NET1,involved_in,GO:0001100,PMID:10219244,IMP,P,Core subunit of the RENT complex,YJL076W|ESC5|CFI1|SRM8,protein,20190327,SGD
S000003612,NET1,involved_in,GO:0001100,PMID:10219244,IGI,P,Core subunit of the RENT complex,YJL076W|ESC5|CFI1|SRM8,protein,20190327,SGD
S000003612,NET1,involved_in,GO:0001100,PMID:26090959,IMP,P,Core subunit of the RENT complex,YJL076W|ESC5|CFI1|SRM8,protein,20190327,SGD
S000003612,NET1,involved_in,GO:1904751,PMID:10219244,IMP,P,Core subunit of the RENT complex,YJL076W|ESC5|CFI1|SRM8,protein,20190327,SGD
S000003516,ERV29,involved_in,GO:0006888,PMID:11157978,IMP,P,Protein localized to COPII-coated vesicles,YGR284C,protein,20190325,SGD
S000005227,WSC2,enables,GO:0004888,PMID:10430578,IMP,F,Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway,YNL283C|STA3,protein,20190328,SGD
S000005227,WSC2,involved_in,GO:0007266,PMID:10348843,IMP,P,Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway,YNL283C|STA3,protein,20190328,SGD
S000005227,WSC2,involved_in,GO:0009408,PMID:10348843,IMP,P,Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway,YNL283C|STA3,protein,20190328,SGD
S000005207,YIF1,involved_in,GO:0006888,PMID:10970842,IMP,P,Integral membrane protein,YNL263C|protein transporter YIF1,protein,20190326,SGD
S000004473,ERV25,involved_in,GO:0006888,PMID:18283113,IPI,P,Member of the p24 family involved in ER to Golgi transport,YML012W,protein,20190325,SGD
S000006060,UME1,involved_in,GO:0040020,PMID:9234739,IMP,P,Component of both the Rpd3S and Rpd3L histone deacetylase complexes,YPL139C|WTM3,protein,20190325,SGD
S000005966,VPS16,involved_in,GO:0006895,PMID:11422941,IMP,P,Subunit of the HOPS and the CORVET complexes,YPL045W|SVL6|VAM9|VPT16|tethering complex subunit VPS16|CVT15,protein,20190328,SGD
S000005966,VPS16,involved_in,GO:0045324,PMID:11422941,IMP,P,Subunit of the HOPS and the CORVET complexes,YPL045W|SVL6|VAM9|VPT16|tethering complex subunit VPS16|CVT15,protein,20190328,SGD
S000004716,HFD1,enables,GO:0018484,PMID:27669165,IMP,F,Dehydrogenase involved in ubiquinone and sphingolipid metabolism,YMR110C|hexadecenal dehydrogenase,protein,20190329,SGD
S000007275,VAR1,located_in,GO:0005761,PMID:387793,IDA,C,Mitochondrial ribosomal protein of the small subunit,Q0140|VARI|mitochondrial 37S ribosomal protein VAR1|uS3m,protein,20190924,SGD
S000007275,VAR1,part_of,GO:0005763,PMID:384172,IDA,C,Mitochondrial ribosomal protein of the small subunit,Q0140|VARI|mitochondrial 37S ribosomal protein VAR1|uS3m,protein,20190924,SGD
S000004716,HFD1,involved_in,GO:0006744,PMID:27669165,IMP,P,Dehydrogenase involved in ubiquinone and sphingolipid metabolism,YMR110C|hexadecenal dehydrogenase,protein,20190329,SGD
S000005798,YTM1,involved_in,GO:0051276,PMID:10454593,IMP,P,Ribosomal assembly factor and 66S pre-ribosomal particle constituent,YOR272W|CST14,protein,20190328,SGD
S000005465,WSC3,enables,GO:0004888,PMID:10430578,IMP,F,Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway,YOL105C,protein,20190328,SGD
S000005465,WSC3,involved_in,GO:0007266,PMID:10348843,IMP,P,Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway,YOL105C,protein,20190328,SGD
S000005465,WSC3,involved_in,GO:0009408,PMID:10348843,IMP,P,Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway,YOL105C,protein,20190328,SGD
S000002651,PRP28,enables,GO:0005524,GO_REF:0000002,IEA,F,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,InterPro
S000002651,PRP28,enables,GO:0016787,GO_REF:0000043,IEA,F,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000001656,SNU114,enables,GO:0003924,GO_REF:0000002,IEA,F,GTPase component of U5 snRNP involved in mRNA splicing via spliceosome,YKL173W|GIN10|U5 snRNP GTPase SNU114,protein,20210410,InterPro
S000002849,APT2,enables,GO:0003999,GO_REF:0000003,IEA,F,Potential adenine phosphoribosyltransferase,YDR441C|adenine phosphoribosyltransferase APT2,protein,20210410,UniProt
S000000718,SOL2,enables,GO:0017057,GO_REF:0000002,IEA,F,Protein with a possible role in tRNA export,YCR073W-A|YCRX13W,protein,20210410,InterPro
S000005653,RGA1,involved_in,GO:0019236,GO_REF:0000043,IEA,P,GTPase-activating protein for polarity-regulator Cdc42p (RhoGAP),YOR127W|DBM1|THE1|GTPase-activating protein RGA1,protein,20210410,UniProt
S000004080,XDJ1,enables,GO:0031072,GO_REF:0000002,IEA,F,Chaperone with a role in facilitating mitochondrial protein import,YLR090W,protein,20210410,InterPro
S000004080,XDJ1,enables,GO:0046872,GO_REF:0000043,IEA,F,Chaperone with a role in facilitating mitochondrial protein import,YLR090W,protein,20210410,UniProt
S000004080,XDJ1,enables,GO:0051082,GO_REF:0000002,IEA,F,Chaperone with a role in facilitating mitochondrial protein import,YLR090W,protein,20210410,InterPro
S000004080,XDJ1,enables,GO:0051082,GO_REF:0000002,IEA,F,Chaperone with a role in facilitating mitochondrial protein import,YLR090W,protein,20210410,InterPro
S000002266,KIN28,involved_in,GO:1905866,PMID:26567215,IMP,P,"Ser/Thr protein kinase and subunit of TFIIK, a TFIIH subassembly",YDL108W|TFIIH complex serine/threonine-protein kinase subunit KIN28,protein,20170201,GO_Central
S000005184,NAR1,enables,GO:0051539,GO_REF:0000043,IEA,F,Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery,YNL240C|iron-sulfur cluster assembly protein NAR1,protein,20210410,UniProt
S000004017,AAT2,located_in,GO:0005777,GO_REF:0000043,IEA,C,Cytosolic aspartate aminotransferase involved in nitrogen metabolism,YLR027C|ASP5|aspartate transaminase AAT2,protein,20210410,UniProt
S000004017,AAT2,located_in,GO:0005777,GO_REF:0000044,IEA,C,Cytosolic aspartate aminotransferase involved in nitrogen metabolism,YLR027C|ASP5|aspartate transaminase AAT2,protein,20210410,UniProt
S000004354,STE11,enables,GO:0000166,GO_REF:0000043,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000004354,STE11,enables,GO:0004672,GO_REF:0000002,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,InterPro
S000004354,STE11,enables,GO:0004672,GO_REF:0000002,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,InterPro
S000004354,STE11,enables,GO:0004674,GO_REF:0000043,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000000922,SCS2,located_in,GO:0000781,GO_REF:0000108,IEA,C,"Integral ER membrane protein, regulates phospholipid metabolism",YER120W|phosphatidylinositol-binding protein SCS2,protein,20210411,GOC
S000000936,YER134C,enables,GO:0016791,GO_REF:0000002,IEA,F,Magnesium-dependent acid phosphatase,YER134C|MDP-1|Mg-dependent acid phosphatase,protein,20210410,InterPro
S000002651,PRP28,involved_in,GO:0006397,GO_REF:0000043,IEA,P,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000002651,PRP28,involved_in,GO:0008380,GO_REF:0000043,IEA,P,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000002651,PRP28,located_in,GO:0005634,GO_REF:0000043,IEA,C,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000000936,YER134C,involved_in,GO:0006470,GO_REF:0000108,IEA,P,Magnesium-dependent acid phosphatase,YER134C|MDP-1|Mg-dependent acid phosphatase,protein,20210411,GOC
S000002651,PRP28,located_in,GO:0005634,GO_REF:0000044,IEA,C,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000002651,PRP28,located_in,GO:0005737,GO_REF:0000043,IEA,C,Pre-mRNA splicing factor,YDR243C|mRNA splicing protein PRP28,protein,20210410,UniProt
S000001576,MBR1,located_in,GO:0005739,GO_REF:0000044,IEA,C,Protein involved in mitochondrial functions and stress response,YKL093W,protein,20210410,UniProt
S000000936,YER134C,involved_in,GO:0035335,GO_REF:0000108,IEA,P,Magnesium-dependent acid phosphatase,YER134C|MDP-1|Mg-dependent acid phosphatase,protein,20210411,GOC
S000000936,YER134C,involved_in,GO:0035335,GO_REF:0000108,IEA,P,Magnesium-dependent acid phosphatase,YER134C|MDP-1|Mg-dependent acid phosphatase,protein,20210411,GOC
S000000939,YER137C,enables,GO:0003676,GO_REF:0000002,IEA,F,Protein of unknown function,YER137C,protein,20210410,InterPro
S000001760,MRS4,involved_in,GO:0006397,GO_REF:0000043,IEA,P,Iron transporter of the mitochondrial carrier family,YKR052C|Fe(2+) transporter,protein,20210410,UniProt
S000001760,MRS4,involved_in,GO:0055085,GO_REF:0000002,IEA,P,Iron transporter of the mitochondrial carrier family,YKR052C|Fe(2+) transporter,protein,20210410,InterPro
S000001760,MRS4,located_in,GO:0005739,GO_REF:0000043,IEA,C,Iron transporter of the mitochondrial carrier family,YKR052C|Fe(2+) transporter,protein,20210410,UniProt
S000001760,MRS4,located_in,GO:0005743,GO_REF:0000044,IEA,C,Iron transporter of the mitochondrial carrier family,YKR052C|Fe(2+) transporter,protein,20210410,UniProt
S000001761,YSR3,enables,GO:0016787,GO_REF:0000043,IEA,F,Dihydrosphingosine 1-phosphate phosphatase,YKR053C|LBP2|sphinganine kinase YSR3,protein,20210410,UniProt
S000001761,YSR3,involved_in,GO:0006629,GO_REF:0000043,IEA,P,Dihydrosphingosine 1-phosphate phosphatase,YKR053C|LBP2|sphinganine kinase YSR3,protein,20210410,UniProt
S000001761,YSR3,involved_in,GO:0006665,GO_REF:0000043,IEA,P,Dihydrosphingosine 1-phosphate phosphatase,YKR053C|LBP2|sphinganine kinase YSR3,protein,20210410,UniProt
S000001761,YSR3,located_in,GO:0016020,GO_REF:0000043,IEA,C,Dihydrosphingosine 1-phosphate phosphatase,YKR053C|LBP2|sphinganine kinase YSR3,protein,20210410,UniProt
S000005184,NAR1,enables,GO:0046872,GO_REF:0000043,IEA,F,Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery,YNL240C|iron-sulfur cluster assembly protein NAR1,protein,20210410,UniProt
S000005184,NAR1,enables,GO:0051536,GO_REF:0000043,IEA,F,Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery,YNL240C|iron-sulfur cluster assembly protein NAR1,protein,20210410,UniProt
S000001195,SPO12,involved_in,GO:1904750,PMID:14551257,IMP,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,involved_in,GO:1904750,PMID:14551257,IGI,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,involved_in,GO:1904750,PMID:14551257,IGI,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,involved_in,GO:1904750,PMID:14551257,IGI,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,involved_in,GO:1904750,PMID:14551257,IGI,P,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,located_in,GO:0005634,PMID:10564265,IDA,C,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,located_in,GO:0005634,PMID:10564265,IDA,C,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000001195,SPO12,located_in,GO:0005634,PMID:10564265,IDA,C,Nucleolar protein of unknown function,YHR152W|SDB21,protein,20190918,SGD
S000004354,STE11,enables,GO:0005524,GO_REF:0000043,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000004354,STE11,enables,GO:0016301,GO_REF:0000043,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000004557,PRE8,part_of,GO:0000502,GO_REF:0000043,IEA,C,Alpha 2 subunit of the 20S proteasome,YML092C|proteasome core particle subunit alpha 2,protein,20210410,UniProt
S000003838,MIR1,located_in,GO:0005739,GO_REF:0000043,IEA,C,Mitochondrial phosphate carrier,YJR077C|PTP,protein,20210410,UniProt
S000003838,MIR1,located_in,GO:0005743,GO_REF:0000043,IEA,C,Mitochondrial phosphate carrier,YJR077C|PTP,protein,20210410,UniProt
S000003838,MIR1,located_in,GO:0005743,GO_REF:0000044,IEA,C,Mitochondrial phosphate carrier,YJR077C|PTP,protein,20210410,UniProt
S000003931,DRS1,located_in,GO:0005730,GO_REF:0000044,IEA,C,Nucleolar DEAD-box protein required for ribosome assembly and function,YLL008W|putative ATP-dependent RNA helicase,protein,20210410,UniProt
S000004354,STE11,enables,GO:0016740,GO_REF:0000043,IEA,F,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000004354,STE11,involved_in,GO:0006468,GO_REF:0000002,IEA,P,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,InterPro
S000004354,STE11,involved_in,GO:0006468,GO_REF:0000002,IEA,P,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,InterPro
S000004354,STE11,involved_in,GO:0016310,GO_REF:0000043,IEA,P,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000004354,STE11,involved_in,GO:0019236,GO_REF:0000043,IEA,P,Signal transducing MEK kinase,YLR362W|mitogen-activated protein kinase kinase kinase STE11,protein,20210410,UniProt
S000004613,HXT2,enables,GO:0022857,GO_REF:0000002,IEA,F,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,enables,GO:0022857,GO_REF:0000002,IEA,F,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,enables,GO:0022857,GO_REF:0000002,IEA,F,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,enables,GO:0022857,GO_REF:0000002,IEA,F,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,involved_in,GO:0008643,GO_REF:0000043,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,UniProt
S000004613,HXT2,involved_in,GO:0015750,GO_REF:0000108,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210411,GOC
S000004613,HXT2,involved_in,GO:0015761,GO_REF:0000108,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210411,GOC
S000004613,HXT2,involved_in,GO:0055085,GO_REF:0000002,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,involved_in,GO:0055085,GO_REF:0000002,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,involved_in,GO:0055085,GO_REF:0000002,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,InterPro
S000004613,HXT2,involved_in,GO:1902600,GO_REF:0000108,IEA,P,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210411,GOC
S000004613,HXT2,located_in,GO:0016020,GO_REF:0000043,IEA,C,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,UniProt
S000004613,HXT2,located_in,GO:0016020,GO_REF:0000044,IEA,C,High-affinity glucose transporter of the major facilitator superfamily,YMR011W|hexose transporter HXT2,protein,20210410,UniProt
S000002347,PPH22,enables,GO:0046872,GO_REF:0000043,IEA,F,"Catalytic subunit of protein phosphatase 2A, PP2A",YDL188C|PPH2|phosphoprotein phosphatase 2A catalytic subunit PPH22,protein,20210410,UniProt
S000003348,SPT6,involved_in,GO:0006139,GO_REF:0000002,IEA,P,Nucleosome remodeling protein,YGR116W|CRE2|SSN20|chromatin-remodeling histone chaperone SPT6,protein,20210410,InterPro
S000003348,SPT6,involved_in,GO:0006139,GO_REF:0000002,IEA,P,Nucleosome remodeling protein,YGR116W|CRE2|SSN20|chromatin-remodeling histone chaperone SPT6,protein,20210410,InterPro
S000003348,SPT6,involved_in,GO:0032968,GO_REF:0000002,IEA,P,Nucleosome remodeling protein,YGR116W|CRE2|SSN20|chromatin-remodeling histone chaperone SPT6,protein,20210410,InterPro
S000003348,SPT6,located_in,GO:0005634,GO_REF:0000043,IEA,C,Nucleosome remodeling protein,YGR116W|CRE2|SSN20|chromatin-remodeling histone chaperone SPT6,protein,20210410,UniProt
S000003367,PRE9,located_in,GO:0005634,GO_REF:0000044,IEA,C,Alpha 3 subunit of the 20S proteasome,YGR135W|proteasome core particle subunit alpha 3,protein,20210410,UniProt
S000003367,PRE9,located_in,GO:0005737,GO_REF:0000043,IEA,C,Alpha 3 subunit of the 20S proteasome,YGR135W|proteasome core particle subunit alpha 3,protein,20210410,UniProt
S000003367,PRE9,located_in,GO:0005737,GO_REF:0000044,IEA,C,Alpha 3 subunit of the 20S proteasome,YGR135W|proteasome core particle subunit alpha 3,protein,20210410,UniProt
S000000259,PRP6,NOT|part_of,GO:0071001,PMID:8479905,IDA,C,Splicing factor,YBR055C|RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6,protein,20150708,GO_Central
S000000259,PRP6,involved_in,GO:0000398,PMID:2147224,IMP,P,Splicing factor,YBR055C|RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6,protein,20150708,GO_Central
S000004816,TOM40,involved_in,GO:0006811,GO_REF:0000043,IEA,P,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000004816,TOM40,involved_in,GO:0015031,GO_REF:0000043,IEA,P,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000004317,RPL38,located_in,GO:0005737,GO_REF:0000043,IEA,C,Ribosomal 60S subunit protein L38,YLR325C|L38|L38e|eL38|ribosomal 60S subunit protein L38,protein,20210410,UniProt
S000004816,TOM40,located_in,GO:0005739,GO_REF:0000043,IEA,C,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000004816,TOM40,located_in,GO:0005741,GO_REF:0000043,IEA,C,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000004816,TOM40,located_in,GO:0005741,GO_REF:0000044,IEA,C,Component of the TOM (translocase of outer membrane) complex,YMR203W|ISP42|MOM38,protein,20210410,UniProt
S000001664,PRS1,enables,GO:0016740,GO_REF:0000043,IEA,F,5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase,YKL181W|PRP1|ribose phosphate diphosphokinase subunit PRS1,protein,20210410,UniProt
S000001664,PRS1,enables,GO:0046872,GO_REF:0000043,IEA,F,5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase,YKL181W|PRP1|ribose phosphate diphosphokinase subunit PRS1,protein,20210410,UniProt
S000003838,MIR1,located_in,GO:0016020,GO_REF:0000043,IEA,C,Mitochondrial phosphate carrier,YJR077C|PTP,protein,20210410,UniProt
